,batsman,opponent_team,venue,50+ on ground,100+ on ground,avg_runs_ground,avg_runs_to_opponent,50+_runs_against_opponent,100+_runs_against_opponent,player_strength
3198,AJ Finch,Rajasthan Royals,Dubai International Cricket Stadium,1,0,20.714285714285715,21.0,1,0,19.56666666666667
3199,BA Stokes,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,21.8,11.25,0,0,15.942857142857143
3200,D Padikkal,Rajasthan Royals,Dubai International Cricket Stadium,2,0,22.7,55.25,2,1,25.556140350877193
3201,Gurkeerat Singh,Rajasthan Royals,Dubai International Cricket Stadium,0,0,10.5,12.5,0,0,20.2
3202,JC Archer,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,6.2,6.0,0,0,6.3
3203,JC Buttler,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,21.166666666666668,29.428571428571427,3,1,22.18888888888889
3204,R Tewatia,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,14.333333333333334,16.444444444444443,0,0,17.369696969696967
3205,RV Uthappa,Royal Challengers Bangalore,Dubai International Cricket Stadium,1,0,23.3,22.90909090909091,1,0,38.58333333333333
3206,SPD Smith,Royal Challengers Bangalore,Dubai International Cricket Stadium,1,0,14.833333333333334,25.714285714285715,1,0,44.93333333333334
3207,SV Samson,Royal Challengers Bangalore,Dubai International Cricket Stadium,1,0,23.333333333333332,18.5,1,0,21.28333333333333
3208,V Kohli,Rajasthan Royals,Dubai International Cricket Stadium,3,0,29.90909090909091,27.692307692307693,3,0,30.573529411764707
3209,AD Russell,Kings XI Punjab,Sheikh Zayed Stadium,0,0,7.8,22.333333333333332,0,0,19.26666666666667
3210,EJG Morgan,Kings XI Punjab,Sheikh Zayed Stadium,0,0,23.333333333333332,29.666666666666668,0,0,23.2
3211,GJ Maxwell,Kolkata Knight Riders,Sheikh Zayed Stadium,0,0,9.0,28.166666666666668,2,0,25.2
3212,KD Karthik,Kings XI Punjab,Sheikh Zayed Stadium,1,0,15.555555555555555,30.9,3,0,49.43333333333334
3213,KL Rahul,Kolkata Knight Riders,Sheikh Zayed Stadium,1,0,41.5,43.7,6,0,51.258620689655174
3214,MA Agarwal,Kolkata Knight Riders,Sheikh Zayed Stadium,1,0,35.666666666666664,23.636363636363637,2,0,43.25897435897436
3215,Mandeep Singh,Kolkata Knight Riders,Sheikh Zayed Stadium,0,0,4.666666666666667,29.125,2,0,0.1
3216,N Pooran,Kolkata Knight Riders,Sheikh Zayed Stadium,0,0,21.0,20.25,1,0,24.5
3217,N Rana,Kings XI Punjab,Sheikh Zayed Stadium,1,0,22.0,22.25,2,0,6.2
3218,P Simran Singh,Kolkata Knight Riders,Sheikh Zayed Stadium,0,0,4.0,13.0,0,0,8.114285714285714
3219,PJ Cummins,Kings XI Punjab,Sheikh Zayed Stadium,1,0,22.4,6.0,0,0,11.033333333333335
3220,RA Tripathi,Kings XI Punjab,Sheikh Zayed Stadium,1,0,21.5,16.833333333333332,1,0,6.9
3221,Shubman Gill,Kings XI Punjab,Sheikh Zayed Stadium,2,0,26.5,41.8,3,0,42.22765957446809
3222,A Nortje,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,2.0,2.0,0,0,4.033333333333333
3223,AM Rahane,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,7.5,24.90909090909091,2,0,26.28095238095238
3224,AR Patel,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,11.428571428571429,16.5,0,0,3.3
3225,DA Warner,Delhi Capitals,Dubai International Cricket Stadium,2,0,27.555555555555557,22.75,2,0,26.855882352941176
3226,K Rabada,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,8.5,5.75,0,0,6.185714285714285
3227,KS Williamson,Delhi Capitals,Dubai International Cricket Stadium,2,0,26.75,26.88888888888889,2,0,16.883333333333333
3228,MK Pandey,Delhi Capitals,Dubai International Cricket Stadium,2,0,31.22222222222222,20.833333333333332,0,0,27.798214285714284
3229,MP Stoinis,Sunrisers Hyderabad,Dubai International Cricket Stadium,3,0,23.333333333333332,17.666666666666668,0,0,10.142857142857142
3230,R Ashwin,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,6.25,8.2,0,0,17.7
3231,RR Pant,Sunrisers Hyderabad,Dubai International Cricket Stadium,2,0,26.76923076923077,31.0625,1,1,31.473560517038777
3232,S Dhawan,Sunrisers Hyderabad,Dubai International Cricket Stadium,2,1,28.923076923076923,30.333333333333332,2,0,17.27567567567568
3233,SO Hetmyer,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,17.11111111111111,25.0,1,0,20.907692307692308
3234,SS Iyer,Sunrisers Hyderabad,Dubai International Cricket Stadium,2,0,24.615384615384617,27.76923076923077,1,0,22.831782945736435
3235,TU Deshpande,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,20.0,20.0,0,0,32.32222222222222
3236,WP Saha,Delhi Capitals,Dubai International Cricket Stadium,1,0,30.75,25.4,1,0,42.31078431372549
3237,AB de Villiers,Chennai Super Kings,Dubai International Cricket Stadium,3,0,25.818181818181817,19.75,1,0,15.816666666666668
3238,AJ Finch,Chennai Super Kings,Dubai International Cricket Stadium,1,0,20.714285714285715,5.25,0,0,11.83034188034188
3239,AT Rayudu,Royal Challengers Bangalore,Dubai International Cricket Stadium,1,0,25.333333333333332,33.083333333333336,1,0,33.67222222222222
3240,D Padikkal,Chennai Super Kings,Dubai International Cricket Stadium,2,0,22.7,32.42857142857143,1,0,24.542105263157897
3241,DJ Bravo,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,8.5,7.571428571428571,0,0,17.6
3242,DL Chahar,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,3.5,5.0,0,0,12.7
3243,F du Plessis,Royal Challengers Bangalore,Dubai International Cricket Stadium,3,0,32.54545454545455,20.166666666666668,1,0,22.001748251748253
3244,MS Dhoni,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,16.4,25.307692307692307,2,0,20.75714285714286
3245,N Jagadeesan,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,33.0,30.0,0,0,28.6
3246,RA Jadeja,Royal Challengers Bangalore,Dubai International Cricket Stadium,1,0,20.875,12.538461538461538,1,0,15.366666666666667
3247,S Dube,Chennai Super Kings,Dubai International Cricket Stadium,0,0,15.8,26.25,1,0,26.266666666666666
3248,SM Curran,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,12.0,3.6666666666666665,0,0,0.1
3249,SN Thakur,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,0.6666666666666666,21.5,1,0,10.5
3250,SR Watson,Royal Challengers Bangalore,Dubai International Cricket Stadium,1,0,28.0,7.4,0,0,16.07777777777778
3251,V Kohli,Chennai Super Kings,Dubai International Cricket Stadium,3,0,29.90909090909091,25.363636363636363,3,0,49.50029239766082
3252,Washington Sundar,Chennai Super Kings,Dubai International Cricket Stadium,0,0,15.5,7.666666666666667,0,0,21.5
3253,RA Tripathi,Mumbai Indians,Sheikh Zayed Stadium,1,0,21.5,22.7,2,0,11.1
3254,GJ Maxwell,Rajasthan Royals,Sharjah Cricket Stadium,1,0,24.0,27.333333333333332,3,0,19.8
3255,JC Archer,Kings XI Punjab,Sharjah Cricket Stadium,0,0,14.0,3.2,0,0,49.833333333333336
3256,JC Buttler,Kings XI Punjab,Sharjah Cricket Stadium,0,0,8.5,40.111111111111114,4,0,7.5
3257,KL Rahul,Rajasthan Royals,Sharjah Cricket Stadium,2,0,43.6,49.0,5,0,48.42142857142858
3258,MA Agarwal,Rajasthan Royals,Sharjah Cricket Stadium,2,1,53.25,34.875,2,1,74.80000000000001
3259,N Pooran,Rajasthan Royals,Sharjah Cricket Stadium,0,0,8.8,15.625,0,0,43.95
3260,R Parag,Kings XI Punjab,Sharjah Cricket Stadium,0,0,3.0,0.0,0,0,0.2
3261,R Tewatia,Kings XI Punjab,Sharjah Cricket Stadium,1,0,31.4,28.666666666666668,1,0,44.6625
3262,RV Uthappa,Kings XI Punjab,Sharjah Cricket Stadium,0,0,7.0,33.5,3,0,27.1
3263,SPD Smith,Kings XI Punjab,Sharjah Cricket Stadium,2,0,38.2,30.0,1,0,43.54137931034482
3264,SV Samson,Kings XI Punjab,Sharjah Cricket Stadium,2,0,33.6,34.6,1,0,63.118181818181824
3265,TK Curran,Kings XI Punjab,Sharjah Cricket Stadium,0,0,7.0,2.5,0,0,42.0
3266,DJ Bravo,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,8.5,10.166666666666666,0,0,0.1
3267,DL Chahar,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,3.5,6.0,0,0,11.1
3268,Rashid Khan,Chennai Super Kings,Dubai International Cricket Stadium,0,0,10.0,18.285714285714285,0,0,22.955555555555556
3269,S Nadeem,Chennai Super Kings,Dubai International Cricket Stadium,0,0,5.0,5.0,0,0,12.8
3270,Sandeep Sharma,Chennai Super Kings,Dubai International Cricket Stadium,0,0,2.5,1.0,0,0,5.6
3271,T Natarajan,Chennai Super Kings,Dubai International Cricket Stadium,0,0,1.5,0.0,0,0,0.1
3272,V Shankar,Chennai Super Kings,Dubai International Cricket Stadium,1,0,22.5,22.0,1,0,23.24285714285714
3273,AM Rahane,Mumbai Indians,Sheikh Zayed Stadium,1,0,25.0,29.352941176470587,4,0,17.523529411764706
3274,AT Carey,Mumbai Indians,Sheikh Zayed Stadium,0,0,14.0,14.0,0,0,22.555555555555557
3275,HH Pandya,Delhi Capitals,Sheikh Zayed Stadium,1,0,23.75,18.4,1,0,0.2
3276,Ishan Kishan,Delhi Capitals,Sheikh Zayed Stadium,0,0,23.6,46.75,3,0,31.9
3277,KA Pollard,Delhi Capitals,Sheikh Zayed Stadium,0,0,16.5,7.428571428571429,0,0,13.533333333333333
3278,KH Pandya,Delhi Capitals,Sheikh Zayed Stadium,0,0,6.833333333333333,15.2,0,0,23.24285714285714
3279,MP Stoinis,Mumbai Indians,Sheikh Zayed Stadium,0,0,15.6,20.833333333333332,2,0,21.244444444444444
3280,PP Shaw,Mumbai Indians,Sheikh Zayed Stadium,0,0,5.0,13.0,0,0,15.533333333333331
3281,Q de Kock,Delhi Capitals,Sheikh Zayed Stadium,2,0,26.5,32.5,2,0,42.62222222222223
3282,RG Sharma,Delhi Capitals,Sheikh Zayed Stadium,2,0,39.5,27.6,2,0,7.1461538461538465
3283,S Dhawan,Mumbai Indians,Sheikh Zayed Stadium,3,0,48.2,34.9375,4,0,48.818867924528305
3284,SA Yadav,Delhi Capitals,Sheikh Zayed Stadium,3,0,41.875,24.444444444444443,2,0,43.260606060606065
3285,SS Iyer,Mumbai Indians,Sheikh Zayed Stadium,0,0,26.8,19.5,1,0,34.252941176470586
3286,BA Stokes,Kolkata Knight Riders,Dubai International Cricket Stadium,0,0,21.8,12.5,0,0,24.6
3287,Kartik Tyagi,Kolkata Knight Riders,Dubai International Cricket Stadium,0,0,1.3333333333333333,2.0,0,0,7.766666666666666
3288,RA Tripathi,Rajasthan Royals,Dubai International Cricket Stadium,0,0,17.0,23.833333333333332,0,0,32.44285714285714
3289,VR Aaron,Kolkata Knight Riders,Dubai International Cricket Stadium,0,0,0.0,2.0,0,0,0.8
3290,AB de Villiers,Kings XI Punjab,Sharjah Cricket Stadium,1,0,24.166666666666668,43.44444444444444,5,0,5.3
3291,AJ Finch,Kings XI Punjab,Sharjah Cricket Stadium,0,0,33.5,25.8,1,0,22.011111111111113
3292,CH Gayle,Royal Challengers Bangalore,Sharjah Cricket Stadium,2,0,39.333333333333336,47.8,2,0,39.94166666666667
3293,CH Morris,Kings XI Punjab,Sharjah Cricket Stadium,0,0,9.333333333333334,14.5,0,0,43.85
3294,D Padikkal,Kings XI Punjab,Sharjah Cricket Stadium,1,0,31.0,9.5,0,0,23.246153846153845
3295,I Udana,Kings XI Punjab,Sharjah Cricket Stadium,0,0,5.0,10.0,0,0,25.0
3296,KL Rahul,Royal Challengers Bangalore,Sharjah Cricket Stadium,2,0,43.6,48.166666666666664,4,1,38.17142857142858
3297,MA Agarwal,Royal Challengers Bangalore,Sharjah Cricket Stadium,2,1,53.25,27.333333333333332,1,0,41.57898550724637
3298,N Pooran,Royal Challengers Bangalore,Sharjah Cricket Stadium,0,0,8.8,20.25,1,0,34.59285714285714
3299,S Dube,Kings XI Punjab,Sharjah Cricket Stadium,0,0,14.666666666666666,17.5,0,0,23.352380952380955
3300,V Kohli,Kings XI Punjab,Sharjah Cricket Stadium,1,0,34.166666666666664,37.44444444444444,2,1,36.40731707317073
3301,Washington Sundar,Kings XI Punjab,Sharjah Cricket Stadium,0,0,17.0,17.333333333333332,0,0,16.285714285714285
3302,A Nortje,Sunrisers Hyderabad,Sheikh Zayed Stadium,0,0,3.0,2.0,0,0,16.6
3303,AR Patel,Sunrisers Hyderabad,Sheikh Zayed Stadium,0,0,7.0,16.5,0,0,9.842857142857143
3304,Abdul Samad,Delhi Capitals,Sheikh Zayed Stadium,0,0,17.5,25.25,0,0,30.333928571428572
3305,Abhishek Sharma,Delhi Capitals,Sheikh Zayed Stadium,0,0,1.5,14.5,1,0,10.5
3306,DA Warner,Delhi Capitals,Sheikh Zayed Stadium,0,0,24.5,22.75,2,0,21.668181818181818
3307,JM Bairstow,Delhi Capitals,Sheikh Zayed Stadium,1,0,31.333333333333332,36.166666666666664,1,0,38.7921568627451
3308,K Rabada,Sunrisers Hyderabad,Sheikh Zayed Stadium,0,0,12.0,5.75,0,0,29.028571428571432
3309,KS Williamson,Delhi Capitals,Sheikh Zayed Stadium,2,0,46.75,26.88888888888889,2,0,43.06722408026756
3310,MK Pandey,Delhi Capitals,Sheikh Zayed Stadium,1,0,21.0,20.833333333333332,0,0,16.35
3311,MP Stoinis,Sunrisers Hyderabad,Sheikh Zayed Stadium,0,0,15.6,17.666666666666668,0,0,25.998148148148147
3312,PP Shaw,Sunrisers Hyderabad,Sheikh Zayed Stadium,0,0,5.0,26.375,3,0,5.4
3313,RR Pant,Sunrisers Hyderabad,Sheikh Zayed Stadium,0,0,16.25,31.0625,1,1,16.583333333333332
3314,S Dhawan,Sunrisers Hyderabad,Sheikh Zayed Stadium,3,0,48.2,30.333333333333332,2,0,42.23092979127135
3315,SO Hetmyer,Sunrisers Hyderabad,Sheikh Zayed Stadium,0,0,24.333333333333332,25.0,1,0,33.25735785953177
3316,SS Iyer,Sunrisers Hyderabad,Sheikh Zayed Stadium,0,0,26.8,27.76923076923077,1,0,19.313636363636363
3317,AT Rayudu,Rajasthan Royals,Sheikh Zayed Stadium,1,0,36.0,12.8,1,0,14.542105263157895
3318,BA Stokes,Chennai Super Kings,Sheikh Zayed Stadium,2,1,58.666666666666664,29.8,0,0,27.272727272727273
3319,F du Plessis,Rajasthan Royals,Sheikh Zayed Stadium,1,0,33.25,34.1,3,0,16.511111111111113
3320,JC Buttler,Chennai Super Kings,Sheikh Zayed Stadium,2,0,46.0,38.44444444444444,3,0,51.285714285714285
3321,KM Jadhav,Rajasthan Royals,Sheikh Zayed Stadium,0,0,5.5,10.8,0,0,8.114285714285714
3322,MS Dhoni,Rajasthan Royals,Sheikh Zayed Stadium,0,0,13.0,33.77777777777778,2,0,24.9
3323,RA Jadeja,Rajasthan Royals,Sheikh Zayed Stadium,0,0,22.0,15.88888888888889,0,0,29.890322580645165
3324,RV Uthappa,Chennai Super Kings,Sheikh Zayed Stadium,0,0,16.0,9.166666666666666,0,0,7.044444444444444
3325,SM Curran,Rajasthan Royals,Sheikh Zayed Stadium,0,0,19.0,20.4,0,0,21.0
3326,SPD Smith,Chennai Super Kings,Sheikh Zayed Stadium,0,0,15.8,34.5,1,0,22.24705882352941
3327,SR Watson,Rajasthan Royals,Sheikh Zayed Stadium,1,0,20.666666666666668,33.166666666666664,1,1,30.766666666666666
3328,SV Samson,Chennai Super Kings,Sheikh Zayed Stadium,1,0,21.2,15.636363636363637,1,0,0.30000000000000004
3329,AB de Villiers,Sunrisers Hyderabad,Dubai International Cricket Stadium,3,0,25.818181818181817,30.083333333333332,4,0,43.0
3330,AJ Finch,Sunrisers Hyderabad,Dubai International Cricket Stadium,1,0,20.714285714285715,19.6,2,0,26.440740740740743
3331,Abhishek Sharma,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,15.4,18.857142857142858,0,0,21.0
3332,B Kumar,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,4.0,3.1666666666666665,0,0,0.2
3333,D Padikkal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2,0,22.7,22.428571428571427,1,0,42.52727272727273
3334,DA Warner,Royal Challengers Bangalore,Dubai International Cricket Stadium,2,0,27.555555555555557,43.75,6,1,13.4
3335,JM Bairstow,Royal Challengers Bangalore,Dubai International Cricket Stadium,2,0,32.285714285714285,63.25,3,1,45.76086956521739
3336,JR Philippe,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,0.5,16.5,0,0,5.6
3337,MK Pandey,Royal Challengers Bangalore,Dubai International Cricket Stadium,2,0,31.22222222222222,25.46153846153846,3,0,28.703030303030303
3338,MR Marsh,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,0.0,10.0,0,0,0.1
3339,PK Garg,Royal Challengers Bangalore,Dubai International Cricket Stadium,1,0,14.75,11.333333333333334,0,0,15.830769230769231
3340,Rashid Khan,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,10.0,8.5,0,0,13.3
3341,S Dube,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,0,15.8,5.75,0,0,12.45
3342,Sandeep Sharma,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,2.5,3.5,0,0,19.6
3343,T Natarajan,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,0,1.5,3.0,0,0,9.1
3344,V Kohli,Sunrisers Hyderabad,Dubai International Cricket Stadium,3,0,29.90909090909091,25.2,3,1,17.96923076923077
3345,V Shankar,Royal Challengers Bangalore,Dubai International Cricket Stadium,1,0,22.5,18.833333333333332,1,0,0.1
3346,HV Patel,Mumbai Indians,Dubai International Cricket Stadium,0,0,5.0,4.5,0,0,8.3
3347,Ishan Kishan,Delhi Capitals,Dubai International Cricket Stadium,3,0,40.857142857142854,46.75,3,0,44.43391812865497
3348,K Rabada,Mumbai Indians,Dubai International Cricket Stadium,0,0,8.5,16.0,0,0,20.13809523809524
3349,MP Stoinis,Mumbai Indians,Dubai International Cricket Stadium,3,0,23.333333333333332,20.833333333333332,2,0,18.636111111111113
3350,P Dubey,Mumbai Indians,Dubai International Cricket Stadium,0,0,7.0,7.0,0,0,9.584615384615386
3351,PP Shaw,Mumbai Indians,Dubai International Cricket Stadium,2,0,24.09090909090909,13.0,0,0,7.495454545454546
3352,Q de Kock,Delhi Capitals,Dubai International Cricket Stadium,1,0,24.625,32.5,2,0,28.978998778998783
3353,R Ashwin,Mumbai Indians,Dubai International Cricket Stadium,0,0,6.25,12.4,0,0,19.733333333333334
3354,RR Pant,Mumbai Indians,Dubai International Cricket Stadium,2,0,26.76923076923077,26.571428571428573,3,0,22.961111111111112
3355,S Dhawan,Mumbai Indians,Dubai International Cricket Stadium,2,1,28.923076923076923,34.9375,4,0,6.712820512820511
3356,SA Yadav,Delhi Capitals,Dubai International Cricket Stadium,1,0,13.285714285714286,24.444444444444443,2,0,25.943381180223287
3357,SO Hetmyer,Mumbai Indians,Dubai International Cricket Stadium,0,0,17.11111111111111,12.375,0,0,13.730769230769232
3358,SS Iyer,Mumbai Indians,Dubai International Cricket Stadium,2,0,24.615384615384617,19.5,1,0,30.29281045751634
3359,AT Rayudu,Kolkata Knight Riders,Dubai International Cricket Stadium,1,0,25.333333333333332,23.666666666666668,1,0,37.49523809523809
3360,EJG Morgan,Chennai Super Kings,Dubai International Cricket Stadium,1,0,20.833333333333332,8.2,0,0,13.899999999999999
3361,KD Karthik,Chennai Super Kings,Dubai International Cricket Stadium,0,0,10.0,25.333333333333332,0,0,24.67857142857143
3362,MS Dhoni,Kolkata Knight Riders,Dubai International Cricket Stadium,0,0,16.4,16.214285714285715,1,0,3.3
3363,N Rana,Chennai Super Kings,Dubai International Cricket Stadium,1,0,27.5,25.818181818181817,2,0,30.166129032258066
3364,RA Jadeja,Kolkata Knight Riders,Dubai International Cricket Stadium,1,0,20.875,18.23076923076923,0,0,41.63333333333334
3365,RA Tripathi,Chennai Super Kings,Dubai International Cricket Stadium,0,0,17.0,23.0,1,0,12.183333333333334
3366,RD Gaikwad,Kolkata Knight Riders,Dubai International Cricket Stadium,4,0,44.625,37.142857142857146,2,0,39.72138047138047
3367,RK Singh,Chennai Super Kings,Dubai International Cricket Stadium,0,0,11.0,27.2,2,0,15.8
3368,SM Curran,Kolkata Knight Riders,Dubai International Cricket Stadium,0,0,12.0,19.833333333333332,1,0,16.285714285714285
3369,SP Narine,Chennai Super Kings,Dubai International Cricket Stadium,0,0,5.4,8.2,0,0,10.933333333333334
3370,SR Watson,Kolkata Knight Riders,Dubai International Cricket Stadium,1,0,28.0,28.428571428571427,1,0,15.66842105263158
3371,Shubman Gill,Chennai Super Kings,Dubai International Cricket Stadium,2,0,37.333333333333336,26.153846153846153,3,0,33.49053708439898
3372,BA Stokes,Kings XI Punjab,Sheikh Zayed Stadium,2,1,58.666666666666664,26.4,2,0,45.430769230769236
3373,CH Gayle,Rajasthan Royals,Sheikh Zayed Stadium,1,0,55.5,42.833333333333336,2,0,66.94782608695652
